"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Sex"	"Sex Code"	"Age Group"	"Age Group Code"	Deaths	Population	Crude Rate
	"Delaware"	"10"	"2000"	"2000"	"Male"	"M"	"25-29 years"	"25-29"	0	25299	0.00
	"Delaware"	"10"	"2000"	"2000"	"Male"	"M"	"30-34 years"	"30-34"	0	28421	0.00
	"Delaware"	"10"	"2000"	"2000"	"Male"	"M"	"35-39 years"	"35-39"	0	31696	0.00
	"Delaware"	"10"	"2000"	"2000"	"Male"	"M"	"50-54 years"	"50-54"	0	24088	0.00
"Total"	"Delaware"	"10"	"2000"	"2000"	"Male"	"M"			23	381926	6.02
"Total"	"Delaware"	"10"	"2000"	"2000"					39	786373	4.96
	"Delaware"	"10"	"2001"	"2001"	"Female"	"F"	"< 1 year"	"1"	0	5268	0.00
	"Delaware"	"10"	"2001"	"2001"	"Female"	"F"	"1-4 years"	"1-4"	0	20011	0.00
	"Delaware"	"10"	"2001"	"2001"	"Female"	"F"	"5-9 years"	"5-9"	0	26643	0.00
	"Delaware"	"10"	"2001"	"2001"	"Female"	"F"	"15-19 years"	"15-19"	0	27974	0.00
	"Delaware"	"10"	"2001"	"2001"	"Female"	"F"	"25-29 years"	"25-29"	0	24663	0.00
	"Delaware"	"10"	"2001"	"2001"	"Female"	"F"	"30-34 years"	"30-34"	0	28880	0.00
	"Delaware"	"10"	"2001"	"2001"	"Female"	"F"	"35-39 years"	"35-39"	0	32273	0.00
	"Delaware"	"10"	"2001"	"2001"	"Female"	"F"	"40-44 years"	"40-44"	0	32865	0.00
	"Delaware"	"10"	"2001"	"2001"	"Female"	"F"	"45-49 years"	"45-49"	0	29414	0.00
"Total"	"Delaware"	"10"	"2001"	"2001"	"Female"	"F"			19	409349	4.64
	"Delaware"	"10"	"2001"	"2001"	"Male"	"M"	"< 1 year"	"1"	0	5501	0.00
	"Delaware"	"10"	"2001"	"2001"	"Male"	"M"	"1-4 years"	"1-4"	0	20919	0.00
	"Delaware"	"10"	"2001"	"2001"	"Male"	"M"	"5-9 years"	"5-9"	0	27932	0.00
	"Delaware"	"10"	"2001"	"2001"	"Male"	"M"	"10-14 years"	"10-14"	0	29240	0.00
	"Delaware"	"10"	"2001"	"2001"	"Male"	"M"	"15-19 years"	"15-19"	0	28646	0.00
	"Delaware"	"10"	"2001"	"2001"	"Male"	"M"	"20-24 years"	"20-24"	0	26891	0.00
	"Delaware"	"10"	"2001"	"2001"	"Male"	"M"	"25-29 years"	"25-29"	0	24275	0.00
	"Delaware"	"10"	"2001"	"2001"	"Male"	"M"	"35-39 years"	"35-39"	0	31435	0.00
"Total"	"Delaware"	"10"	"2001"	"2001"	"Male"	"M"			27	386350	6.99
"Total"	"Delaware"	"10"	"2001"	"2001"					46	795699	5.78
	"Delaware"	"10"	"2002"	"2002"	"Female"	"F"	"< 1 year"	"1"	0	5227	0.00
	"Delaware"	"10"	"2002"	"2002"	"Female"	"F"	"10-14 years"	"10-14"	0	28218	0.00
	"Delaware"	"10"	"2002"	"2002"	"Female"	"F"	"20-24 years"	"20-24"	0	28619	0.00
	"Delaware"	"10"	"2002"	"2002"	"Female"	"F"	"25-29 years"	"25-29"	0	24617	0.00
	"Delaware"	"10"	"2002"	"2002"	"Female"	"F"	"40-44 years"	"40-44"	0	33169	0.00
	"Delaware"	"10"	"2002"	"2002"	"Female"	"F"	"55-59 years"	"55-59"	0	23112	0.00
	"Delaware"	"10"	"2002"	"2002"	"Female"	"F"	"75-79 years"	"75-79"	0	12660	0.00
"Total"	"Delaware"	"10"	"2002"	"2002"	"Female"	"F"			19	414652	4.58
	"Delaware"	"10"	"2002"	"2002"	"Male"	"M"	"< 1 year"	"1"	0	5426	0.00
	"Delaware"	"10"	"2002"	"2002"	"Male"	"M"	"5-9 years"	"5-9"	0	27306	0.00
	"Delaware"	"10"	"2002"	"2002"	"Male"	"M"	"10-14 years"	"10-14"	0	29749	0.00
	"Delaware"	"10"	"2002"	"2002"	"Male"	"M"	"15-19 years"	"15-19"	0	29137	0.00
	"Delaware"	"10"	"2002"	"2002"	"Male"	"M"	"30-34 years"	"30-34"	0	27679	0.00
	"Delaware"	"10"	"2002"	"2002"	"Male"	"M"	"35-39 years"	"35-39"	0	30842	0.00
	"Delaware"	"10"	"2002"	"2002"	"Male"	"M"	"40-44 years"	"40-44"	0	31635	0.00
"Total"	"Delaware"	"10"	"2002"	"2002"	"Male"	"M"			21	391517	5.36
"Total"	"Delaware"	"10"	"2002"	"2002"					40	806169	4.96
	"Delaware"	"10"	"2003"	"2003"	"Female"	"F"	"< 1 year"	"1"	0	5405	0.00
	"Delaware"	"10"	"2003"	"2003"	"Female"	"F"	"1-4 years"	"1-4"	0	20433	0.00
	"Delaware"	"10"	"2003"	"2003"	"Female"	"F"	"10-14 years"	"10-14"	0	28676	0.00
	"Delaware"	"10"	"2003"	"2003"	"Female"	"F"	"15-19 years"	"15-19"	0	28962	0.00
	"Delaware"	"10"	"2003"	"2003"	"Female"	"F"	"30-34 years"	"30-34"	0	27632	0.00
	"Delaware"	"10"	"2003"	"2003"	"Female"	"F"	"35-39 years"	"35-39"	0	31242	0.00
	"Delaware"	"10"	"2003"	"2003"	"Female"	"F"	"40-44 years"	"40-44"	0	33427	0.00
	"Delaware"	"10"	"2003"	"2003"	"Female"	"F"	"50-54 years"	"50-54"	0	27827	0.00
	"Delaware"	"10"	"2003"	"2003"	"Female"	"F"	"60-64 years "	"60-64"	0	19665	0.00
	"Delaware"	"10"	"2003"	"2003"	"Female"	"F"	"75-79 years"	"75-79"	0	12674	0.00
	"Delaware"	"10"	"2003"	"2003"	"Female"	"F"	"85+ years"	"85+"	0	8214	0.00
	"Delaware"	"10"	"2003"	"2003"	"Male"	"M"	"< 1 year"	"1"	0	5708	0.00
	"Delaware"	"10"	"2003"	"2003"	"Male"	"M"	"1-4 years"	"1-4"	0	21474	0.00
	"Delaware"	"10"	"2003"	"2003"	"Male"	"M"	"10-14 years"	"10-14"	0	30105	0.00
	"Delaware"	"10"	"2003"	"2003"	"Male"	"M"	"15-19 years"	"15-19"	0	29550	0.00
	"Delaware"	"10"	"2003"	"2003"	"Male"	"M"	"20-24 years"	"20-24"	0	28355	0.00
	"Delaware"	"10"	"2003"	"2003"	"Male"	"M"	"25-29 years"	"25-29"	0	25110	0.00
	"Delaware"	"10"	"2003"	"2003"	"Male"	"M"	"35-39 years"	"35-39"	0	30139	0.00
	"Delaware"	"10"	"2003"	"2003"	"Male"	"M"	"40-44 years"	"40-44"	0	31687	0.00
	"Delaware"	"10"	"2003"	"2003"	"Male"	"M"	"80-84 years"	"80-84"	0	5758	0.00
	"Delaware"	"10"	"2003"	"2003"	"Male"	"M"	"85+ years"	"85+"	0	3567	0.00
"Total"	"Delaware"	"10"	"2003"	"2003"	"Male"	"M"			19	397201	4.78
"Total"	"Delaware"	"10"	"2003"	"2003"					34	818003	4.16
	"Delaware"	"10"	"2004"	"2004"	"Female"	"F"	"< 1 year"	"1"	0	5444	0.00
	"Delaware"	"10"	"2004"	"2004"	"Female"	"F"	"5-9 years"	"5-9"	0	25586	0.00
	"Delaware"	"10"	"2004"	"2004"	"Female"	"F"	"10-14 years"	"10-14"	0	28818	0.00
	"Delaware"	"10"	"2004"	"2004"	"Female"	"F"	"15-19 years"	"15-19"	0	29555	0.00
	"Delaware"	"10"	"2004"	"2004"	"Female"	"F"	"20-24 years"	"20-24"	0	28612	0.00
	"Delaware"	"10"	"2004"	"2004"	"Female"	"F"	"25-29 years"	"25-29"	0	27210	0.00
	"Delaware"	"10"	"2004"	"2004"	"Female"	"F"	"35-39 years"	"35-39"	0	30549	0.00
	"Delaware"	"10"	"2004"	"2004"	"Female"	"F"	"45-49 years"	"45-49"	0	32319	0.00
	"Delaware"	"10"	"2004"	"2004"	"Female"	"F"	"55-59 years"	"55-59"	0	25739	0.00
	"Delaware"	"10"	"2004"	"2004"	"Female"	"F"	"60-64 years "	"60-64"	0	20823	0.00
	"Delaware"	"10"	"2004"	"2004"	"Female"	"F"	"65-69 years"	"65-69"	0	16838	0.00
	"Delaware"	"10"	"2004"	"2004"	"Female"	"F"	"85+ years"	"85+"	0	8519	0.00
	"Delaware"	"10"	"2004"	"2004"	"Male"	"M"	"< 1 year"	"1"	0	5585	0.00
	"Delaware"	"10"	"2004"	"2004"	"Male"	"M"	"1-4 years"	"1-4"	0	22053	0.00
	"Delaware"	"10"	"2004"	"2004"	"Male"	"M"	"10-14 years"	"10-14"	0	30216	0.00
	"Delaware"	"10"	"2004"	"2004"	"Male"	"M"	"15-19 years"	"15-19"	0	30124	0.00
	"Delaware"	"10"	"2004"	"2004"	"Male"	"M"	"25-29 years"	"25-29"	0	26094	0.00
	"Delaware"	"10"	"2004"	"2004"	"Male"	"M"	"30-34 years"	"30-34"	0	26548	0.00
	"Delaware"	"10"	"2004"	"2004"	"Male"	"M"	"85+ years"	"85+"	0	3709	0.00
"Total"	"Delaware"	"10"	"2004"	"2004"	"Male"	"M"			19	403483	4.71
"Total"	"Delaware"	"10"	"2004"	"2004"					33	830803	3.97
	"Delaware"	"10"	"2005"	"2005"	"Female"	"F"	"< 1 year"	"1"	0	5552	0.00
	"Delaware"	"10"	"2005"	"2005"	"Female"	"F"	"1-4 years"	"1-4"	0	21248	0.00
	"Delaware"	"10"	"2005"	"2005"	"Female"	"F"	"5-9 years"	"5-9"	0	25645	0.00
	"Delaware"	"10"	"2005"	"2005"	"Female"	"F"	"10-14 years"	"10-14"	0	28603	0.00
	"Delaware"	"10"	"2005"	"2005"	"Female"	"F"	"15-19 years"	"15-19"	0	30564	0.00
	"Delaware"	"10"	"2005"	"2005"	"Female"	"F"	"20-24 years"	"20-24"	0	28981	0.00
	"Delaware"	"10"	"2005"	"2005"	"Female"	"F"	"25-29 years"	"25-29"	0	28209	0.00
	"Delaware"	"10"	"2005"	"2005"	"Female"	"F"	"30-34 years"	"30-34"	0	26507	0.00
	"Delaware"	"10"	"2005"	"2005"	"Female"	"F"	"35-39 years"	"35-39"	0	30361	0.00
	"Delaware"	"10"	"2005"	"2005"	"Female"	"F"	"40-44 years"	"40-44"	0	33778	0.00
"Total"	"Delaware"	"10"	"2005"	"2005"	"Female"	"F"			18	435227	4.14
	"Delaware"	"10"	"2005"	"2005"	"Male"	"M"	"< 1 year"	"1"	0	5647	0.00
	"Delaware"	"10"	"2005"	"2005"	"Male"	"M"	"1-4 years"	"1-4"	0	22369	0.00
	"Delaware"	"10"	"2005"	"2005"	"Male"	"M"	"10-14 years"	"10-14"	0	30125	0.00
	"Delaware"	"10"	"2005"	"2005"	"Male"	"M"	"15-19 years"	"15-19"	0	30919	0.00
	"Delaware"	"10"	"2005"	"2005"	"Male"	"M"	"20-24 years"	"20-24"	0	29275	0.00
	"Delaware"	"10"	"2005"	"2005"	"Male"	"M"	"25-29 years"	"25-29"	0	27225	0.00
	"Delaware"	"10"	"2005"	"2005"	"Male"	"M"	"30-34 years"	"30-34"	0	25647	0.00
	"Delaware"	"10"	"2005"	"2005"	"Male"	"M"	"35-39 years"	"35-39"	0	29218	0.00
	"Delaware"	"10"	"2005"	"2005"	"Male"	"M"	"45-49 years"	"45-49"	0	31590	0.00
	"Delaware"	"10"	"2005"	"2005"	"Male"	"M"	"50-54 years"	"50-54"	0	27061	0.00
"Total"	"Delaware"	"10"	"2005"	"2005"	"Male"	"M"			21	409923	5.12
"Total"	"Delaware"	"10"	"2005"	"2005"					39	845150	4.61
	"Delaware"	"10"	"2006"	"2006"	"Female"	"F"	"< 1 year"	"1"	0	5573	0.00
	"Delaware"	"10"	"2006"	"2006"	"Female"	"F"	"5-9 years"	"5-9"	0	25848	0.00
	"Delaware"	"10"	"2006"	"2006"	"Female"	"F"	"10-14 years"	"10-14"	0	28561	0.00
	"Delaware"	"10"	"2006"	"2006"	"Female"	"F"	"15-19 years"	"15-19"	0	31131	0.00
	"Delaware"	"10"	"2006"	"2006"	"Female"	"F"	"20-24 years"	"20-24"	0	29200	0.00
	"Delaware"	"10"	"2006"	"2006"	"Female"	"F"	"35-39 years"	"35-39"	0	30238	0.00
	"Delaware"	"10"	"2006"	"2006"	"Female"	"F"	"50-54 years"	"50-54"	0	30704	0.00
	"Delaware"	"10"	"2006"	"2006"	"Female"	"F"	"85+ years"	"85+"	0	9216	0.00
"Total"	"Delaware"	"10"	"2006"	"2006"	"Female"	"F"			16	442766	3.61
	"Delaware"	"10"	"2006"	"2006"	"Male"	"M"	"< 1 year"	"1"	0	5701	0.00
	"Delaware"	"10"	"2006"	"2006"	"Male"	"M"	"1-4 years"	"1-4"	0	22407	0.00
	"Delaware"	"10"	"2006"	"2006"	"Male"	"M"	"10-14 years"	"10-14"	0	29728	0.00
	"Delaware"	"10"	"2006"	"2006"	"Male"	"M"	"15-19 years"	"15-19"	0	31744	0.00
	"Delaware"	"10"	"2006"	"2006"	"Male"	"M"	"20-24 years"	"20-24"	0	29832	0.00
	"Delaware"	"10"	"2006"	"2006"	"Male"	"M"	"25-29 years"	"25-29"	0	27779	0.00
	"Delaware"	"10"	"2006"	"2006"	"Male"	"M"	"45-49 years"	"45-49"	0	32056	0.00
"Total"	"Delaware"	"10"	"2006"	"2006"	"Male"	"M"			30	416502	7.20
"Total"	"Delaware"	"10"	"2006"	"2006"					46	859268	5.35
	"Delaware"	"10"	"2007"	"2007"	"Female"	"F"	"< 1 year"	"1"	0	5829	0.00
	"Delaware"	"10"	"2007"	"2007"	"Female"	"F"	"1-4 years"	"1-4"	0	21817	0.00
	"Delaware"	"10"	"2007"	"2007"	"Female"	"F"	"5-9 years"	"5-9"	0	26445	0.00
	"Delaware"	"10"	"2007"	"2007"	"Female"	"F"	"10-14 years"	"10-14"	0	28208	0.00
	"Delaware"	"10"	"2007"	"2007"	"Female"	"F"	"15-19 years"	"15-19"	0	31719	0.00
	"Delaware"	"10"	"2007"	"2007"	"Female"	"F"	"20-24 years"	"20-24"	0	29638	0.00
	"Delaware"	"10"	"2007"	"2007"	"Female"	"F"	"30-34 years"	"30-34"	0	25760	0.00
	"Delaware"	"10"	"2007"	"2007"	"Female"	"F"	"35-39 years"	"35-39"	0	29927	0.00
	"Delaware"	"10"	"2007"	"2007"	"Female"	"F"	"55-59 years"	"55-59"	0	29034	0.00
	"Delaware"	"10"	"2007"	"2007"	"Female"	"F"	"75-79 years"	"75-79"	0	13067	0.00
"Total"	"Delaware"	"10"	"2007"	"2007"	"Female"	"F"			17	449398	3.78
	"Delaware"	"10"	"2007"	"2007"	"Male"	"M"	"< 1 year"	"1"	0	5790	0.00
	"Delaware"	"10"	"2007"	"2007"	"Male"	"M"	"1-4 years"	"1-4"	0	22561	0.00
	"Delaware"	"10"	"2007"	"2007"	"Male"	"M"	"5-9 years"	"5-9"	0	27705	0.00
	"Delaware"	"10"	"2007"	"2007"	"Male"	"M"	"10-14 years"	"10-14"	0	29216	0.00
	"Delaware"	"10"	"2007"	"2007"	"Male"	"M"	"15-19 years"	"15-19"	0	32489	0.00
	"Delaware"	"10"	"2007"	"2007"	"Male"	"M"	"20-24 years"	"20-24"	0	30635	0.00
	"Delaware"	"10"	"2007"	"2007"	"Male"	"M"	"25-29 years"	"25-29"	0	28245	0.00
	"Delaware"	"10"	"2007"	"2007"	"Male"	"M"	"55-59 years"	"55-59"	0	25548	0.00
"Total"	"Delaware"	"10"	"2007"	"2007"	"Male"	"M"			18	422351	4.26
"Total"	"Delaware"	"10"	"2007"	"2007"					35	871749	4.01
	"Delaware"	"10"	"2008"	"2008"	"Female"	"F"	"< 1 year"	"1"	0	5686	0.00
	"Delaware"	"10"	"2008"	"2008"	"Female"	"F"	"1-4 years"	"1-4"	0	22198	0.00
	"Delaware"	"10"	"2008"	"2008"	"Female"	"F"	"10-14 years"	"10-14"	0	27899	0.00
	"Delaware"	"10"	"2008"	"2008"	"Female"	"F"	"25-29 years"	"25-29"	0	29408	0.00
	"Delaware"	"10"	"2008"	"2008"	"Female"	"F"	"30-34 years"	"30-34"	0	26292	0.00
"Total"	"Delaware"	"10"	"2008"	"2008"	"Female"	"F"			25	455481	5.49
	"Delaware"	"10"	"2008"	"2008"	"Male"	"M"	"1-4 years"	"1-4"	0	22669	0.00
	"Delaware"	"10"	"2008"	"2008"	"Male"	"M"	"10-14 years"	"10-14"	0	29127	0.00
	"Delaware"	"10"	"2008"	"2008"	"Male"	"M"	"15-19 years"	"15-19"	0	32949	0.00
	"Delaware"	"10"	"2008"	"2008"	"Male"	"M"	"20-24 years"	"20-24"	0	30809	0.00
	"Delaware"	"10"	"2008"	"2008"	"Male"	"M"	"25-29 years"	"25-29"	0	28370	0.00
	"Delaware"	"10"	"2008"	"2008"	"Male"	"M"	"30-34 years"	"30-34"	0	25310	0.00
	"Delaware"	"10"	"2008"	"2008"	"Male"	"M"	"50-54 years"	"50-54"	0	30453	0.00
	"Delaware"	"10"	"2008"	"2008"	"Male"	"M"	"80-84 years"	"80-84"	0	6932	0.00
"Total"	"Delaware"	"10"	"2008"	"2008"	"Male"	"M"			25	428393	5.84
"Total"	"Delaware"	"10"	"2008"	"2008"					50	883874	5.66
	"Delaware"	"10"	"2009"	"2009"	"Female"	"F"	"< 1 year"	"1"	0	5418	0.00
	"Delaware"	"10"	"2009"	"2009"	"Female"	"F"	"10-14 years"	"10-14"	0	27926	0.00
	"Delaware"	"10"	"2009"	"2009"	"Female"	"F"	"15-19 years"	"15-19"	0	32283	0.00
	"Delaware"	"10"	"2009"	"2009"	"Female"	"F"	"20-24 years"	"20-24"	0	30689	0.00
	"Delaware"	"10"	"2009"	"2009"	"Female"	"F"	"25-29 years"	"25-29"	0	28823	0.00
	"Delaware"	"10"	"2009"	"2009"	"Female"	"F"	"30-34 years"	"30-34"	0	27255	0.00
	"Delaware"	"10"	"2009"	"2009"	"Female"	"F"	"50-54 years"	"50-54"	0	33634	0.00
"Total"	"Delaware"	"10"	"2009"	"2009"	"Female"	"F"			17	459795	3.70
	"Delaware"	"10"	"2009"	"2009"	"Male"	"M"	"< 1 year"	"1"	0	5698	0.00
	"Delaware"	"10"	"2009"	"2009"	"Male"	"M"	"1-4 years"	"1-4"	0	22893	0.00
	"Delaware"	"10"	"2009"	"2009"	"Male"	"M"	"5-9 years"	"5-9"	0	28644	0.00
	"Delaware"	"10"	"2009"	"2009"	"Male"	"M"	"10-14 years"	"10-14"	0	28945	0.00
	"Delaware"	"10"	"2009"	"2009"	"Male"	"M"	"20-24 years"	"20-24"	0	31007	0.00
	"Delaware"	"10"	"2009"	"2009"	"Male"	"M"	"25-29 years"	"25-29"	0	28847	0.00
	"Delaware"	"10"	"2009"	"2009"	"Male"	"M"	"45-49 years"	"45-49"	0	32823	0.00
"Total"	"Delaware"	"10"	"2009"	"2009"	"Male"	"M"			25	431935	5.79
"Total"	"Delaware"	"10"	"2009"	"2009"					42	891730	4.71
	"Delaware"	"10"	"2010"	"2010"	"Female"	"F"	"< 1 year"	"1"	0	5382	0.00
	"Delaware"	"10"	"2010"	"2010"	"Female"	"F"	"1-4 years"	"1-4"	0	22076	0.00
	"Delaware"	"10"	"2010"	"2010"	"Female"	"F"	"5-9 years"	"5-9"	0	27688	0.00
	"Delaware"	"10"	"2010"	"2010"	"Female"	"F"	"10-14 years"	"10-14"	0	27945	0.00
	"Delaware"	"10"	"2010"	"2010"	"Female"	"F"	"15-19 years"	"15-19"	0	31723	0.00
	"Delaware"	"10"	"2010"	"2010"	"Female"	"F"	"20-24 years"	"20-24"	0	31569	0.00
	"Delaware"	"10"	"2010"	"2010"	"Female"	"F"	"25-29 years"	"25-29"	0	28929	0.00
	"Delaware"	"10"	"2010"	"2010"	"Female"	"F"	"30-34 years"	"30-34"	0	27619	0.00
	"Delaware"	"10"	"2010"	"2010"	"Female"	"F"	"35-39 years"	"35-39"	0	28059	0.00
	"Delaware"	"10"	"2010"	"2010"	"Female"	"F"	"40-44 years"	"40-44"	0	31281	0.00
	"Delaware"	"10"	"2010"	"2010"	"Female"	"F"	"45-49 years"	"45-49"	0	34730	0.00
	"Delaware"	"10"	"2010"	"2010"	"Female"	"F"	"50-54 years"	"50-54"	0	34427	0.00
	"Delaware"	"10"	"2010"	"2010"	"Female"	"F"	"55-59 years"	"55-59"	0	30921	0.00
	"Delaware"	"10"	"2010"	"2010"	"Female"	"F"	"75-79 years"	"75-79"	0	13224	0.00
	"Delaware"	"10"	"2010"	"2010"	"Male"	"M"	"< 1 year"	"1"	0	5614	0.00
	"Delaware"	"10"	"2010"	"2010"	"Male"	"M"	"1-4 years"	"1-4"	0	22800	0.00
	"Delaware"	"10"	"2010"	"2010"	"Male"	"M"	"10-14 years"	"10-14"	0	28978	0.00
	"Delaware"	"10"	"2010"	"2010"	"Male"	"M"	"15-19 years"	"15-19"	0	32427	0.00
	"Delaware"	"10"	"2010"	"2010"	"Male"	"M"	"20-24 years"	"20-24"	0	31701	0.00
	"Delaware"	"10"	"2010"	"2010"	"Male"	"M"	"25-29 years"	"25-29"	0	28780	0.00
	"Delaware"	"10"	"2010"	"2010"	"Male"	"M"	"30-34 years"	"30-34"	0	26582	0.00
	"Delaware"	"10"	"2010"	"2010"	"Male"	"M"	"35-39 years"	"35-39"	0	26820	0.00
	"Delaware"	"10"	"2010"	"2010"	"Male"	"M"	"45-49 years"	"45-49"	0	32725	0.00
	"Delaware"	"10"	"2010"	"2010"	"Male"	"M"	"50-54 years"	"50-54"	0	31826	0.00
	"Delaware"	"10"	"2010"	"2010"	"Male"	"M"	"70-74 years"	"70-74"	0	14274	0.00
	"Delaware"	"10"	"2010"	"2010"	"Male"	"M"	"85+ years"	"85+"	0	5164	0.00
"Total"	"Delaware"	"10"	"2010"	"2010"	"Male"	"M"			20	435806	4.59
"Total"	"Delaware"	"10"	"2010"	"2010"					30	899782	3.33
	"Delaware"	"10"	"2011"	"2011"	"Female"	"F"	"< 1 year"	"1"	0	5480	0.00
	"Delaware"	"10"	"2011"	"2011"	"Female"	"F"	"5-9 years"	"5-9"	0	27691	0.00
	"Delaware"	"10"	"2011"	"2011"	"Female"	"F"	"15-19 years"	"15-19"	0	31148	0.00
	"Delaware"	"10"	"2011"	"2011"	"Female"	"F"	"20-24 years"	"20-24"	0	32561	0.00
	"Delaware"	"10"	"2011"	"2011"	"Female"	"F"	"25-29 years"	"25-29"	0	29081	0.00
	"Delaware"	"10"	"2011"	"2011"	"Female"	"F"	"30-34 years"	"30-34"	0	28488	0.00
	"Delaware"	"10"	"2011"	"2011"	"Female"	"F"	"45-49 years"	"45-49"	0	34233	0.00
"Total"	"Delaware"	"10"	"2011"	"2011"	"Female"	"F"			23	468251	4.91
	"Delaware"	"10"	"2011"	"2011"	"Male"	"M"	"< 1 year"	"1"	0	5722	0.00
	"Delaware"	"10"	"2011"	"2011"	"Male"	"M"	"1-4 years"	"1-4"	0	22605	0.00
	"Delaware"	"10"	"2011"	"2011"	"Male"	"M"	"5-9 years"	"5-9"	0	28621	0.00
	"Delaware"	"10"	"2011"	"2011"	"Male"	"M"	"10-14 years"	"10-14"	0	29252	0.00
	"Delaware"	"10"	"2011"	"2011"	"Male"	"M"	"20-24 years"	"20-24"	0	32508	0.00
	"Delaware"	"10"	"2011"	"2011"	"Male"	"M"	"25-29 years"	"25-29"	0	29193	0.00
	"Delaware"	"10"	"2011"	"2011"	"Male"	"M"	"30-34 years"	"30-34"	0	27334	0.00
	"Delaware"	"10"	"2011"	"2011"	"Male"	"M"	"35-39 years"	"35-39"	0	25865	0.00
	"Delaware"	"10"	"2011"	"2011"	"Male"	"M"	"55-59 years"	"55-59"	0	28445	0.00
"Total"	"Delaware"	"10"	"2011"	"2011"	"Male"	"M"			22	440058	5.00
"Total"	"Delaware"	"10"	"2011"	"2011"					45	908309	4.95
	"Delaware"	"10"	"2012"	"2012"	"Female"	"F"	"< 1 year"	"1"	0	5368	0.00
	"Delaware"	"10"	"2012"	"2012"	"Female"	"F"	"1-4 years"	"1-4"	0	21921	0.00
	"Delaware"	"10"	"2012"	"2012"	"Female"	"F"	"20-24 years"	"20-24"	0	33122	0.00
	"Delaware"	"10"	"2012"	"2012"	"Female"	"F"	"30-34 years"	"30-34"	0	29097	0.00
	"Delaware"	"10"	"2012"	"2012"	"Female"	"F"	"35-39 years"	"35-39"	0	26709	0.00
	"Delaware"	"10"	"2012"	"2012"	"Female"	"F"	"45-49 years"	"45-49"	0	33590	0.00
	"Delaware"	"10"	"2012"	"2012"	"Female"	"F"	"50-54 years"	"50-54"	0	34970	0.00
"Total"	"Delaware"	"10"	"2012"	"2012"	"Female"	"F"			24	472129	5.08
	"Delaware"	"10"	"2012"	"2012"	"Male"	"M"	"< 1 year"	"1"	0	5652	0.00
	"Delaware"	"10"	"2012"	"2012"	"Male"	"M"	"1-4 years"	"1-4"	0	22826	0.00
	"Delaware"	"10"	"2012"	"2012"	"Male"	"M"	"5-9 years"	"5-9"	0	28625	0.00
	"Delaware"	"10"	"2012"	"2012"	"Male"	"M"	"10-14 years"	"10-14"	0	29334	0.00
	"Delaware"	"10"	"2012"	"2012"	"Male"	"M"	"15-19 years"	"15-19"	0	31420	0.00
	"Delaware"	"10"	"2012"	"2012"	"Male"	"M"	"20-24 years"	"20-24"	0	32980	0.00
	"Delaware"	"10"	"2012"	"2012"	"Male"	"M"	"25-29 years"	"25-29"	0	29582	0.00
	"Delaware"	"10"	"2012"	"2012"	"Male"	"M"	"50-54 years"	"50-54"	0	32568	0.00
"Total"	"Delaware"	"10"	"2012"	"2012"	"Male"	"M"			23	444694	5.17
"Total"	"Delaware"	"10"	"2012"	"2012"					47	916823	5.13
	"Delaware"	"10"	"2013"	"2013"	"Female"	"F"	"< 1 year"	"1"	0	5268	0.00
	"Delaware"	"10"	"2013"	"2013"	"Female"	"F"	"1-4 years"	"1-4"	0	21732	0.00
	"Delaware"	"10"	"2013"	"2013"	"Female"	"F"	"5-9 years"	"5-9"	0	28159	0.00
	"Delaware"	"10"	"2013"	"2013"	"Female"	"F"	"10-14 years"	"10-14"	0	28266	0.00
	"Delaware"	"10"	"2013"	"2013"	"Female"	"F"	"15-19 years"	"15-19"	0	30337	0.00
	"Delaware"	"10"	"2013"	"2013"	"Female"	"F"	"25-29 years"	"25-29"	0	30420	0.00
	"Delaware"	"10"	"2013"	"2013"	"Female"	"F"	"30-34 years"	"30-34"	0	29542	0.00
	"Delaware"	"10"	"2013"	"2013"	"Female"	"F"	"40-44 years"	"40-44"	0	29927	0.00
"Total"	"Delaware"	"10"	"2013"	"2013"	"Female"	"F"			31	476794	6.50
	"Delaware"	"10"	"2013"	"2013"	"Male"	"M"	"< 1 year"	"1"	0	5491	0.00
	"Delaware"	"10"	"2013"	"2013"	"Male"	"M"	"1-4 years"	"1-4"	0	22793	0.00
	"Delaware"	"10"	"2013"	"2013"	"Male"	"M"	"5-9 years"	"5-9"	0	28469	0.00
	"Delaware"	"10"	"2013"	"2013"	"Male"	"M"	"10-14 years"	"10-14"	0	29445	0.00
	"Delaware"	"10"	"2013"	"2013"	"Male"	"M"	"15-19 years"	"15-19"	0	30990	0.00
	"Delaware"	"10"	"2013"	"2013"	"Male"	"M"	"20-24 years"	"20-24"	0	33027	0.00
	"Delaware"	"10"	"2013"	"2013"	"Male"	"M"	"25-29 years"	"25-29"	0	30355	0.00
	"Delaware"	"10"	"2013"	"2013"	"Male"	"M"	"35-39 years"	"35-39"	0	25666	0.00
	"Delaware"	"10"	"2013"	"2013"	"Male"	"M"	"40-44 years"	"40-44"	0	28519	0.00
	"Delaware"	"10"	"2013"	"2013"	"Male"	"M"	"60-64 years "	"60-64"	0	26430	0.00
"Total"	"Delaware"	"10"	"2013"	"2013"	"Male"	"M"			22	449119	4.90
"Total"	"Delaware"	"10"	"2013"	"2013"					53	925913	5.72
