"Notes"	"States"	"States Code"	"Year"	"Year Code"	"Sex"	"Sex Code"	"Age Groups"	"Age Groups Code"	Count	Population	Crude Rate
	"Georgia"	"13"	"2012"	"2012"	"Female"	"F"	"5-9 years"	"5-9"	16	341995	4.68
	"Georgia"	"13"	"2012"	"2012"	"Female"	"F"	"35-39 years"	"35-39"	16	338870	4.72
	"Georgia"	"13"	"2012"	"2012"	"Female"	"F"	"50-54 years"	"50-54"	19	354838	5.35
	"Georgia"	"13"	"2012"	"2012"	"Female"	"F"	"55-59 years"	"55-59"	25	319269	7.83
	"Georgia"	"13"	"2012"	"2012"	"Female"	"F"	"60-64 years "	"60-64"	27	277256	9.74
	"Georgia"	"13"	"2012"	"2012"	"Female"	"F"	"65-69 years"	"65-69"	32	216849	14.76
	"Georgia"	"13"	"2012"	"2012"	"Female"	"F"	"70-74 years"	"70-74"	23	151226	15.21
	"Georgia"	"13"	"2012"	"2012"	"Female"	"F"	"75-79 years"	"75-79"	26	110168	23.60
	"Georgia"	"13"	"2012"	"2012"	"Male"	"M"	"30-34 years"	"30-34"	17	333301	5.10
	"Georgia"	"13"	"2012"	"2012"	"Male"	"M"	"40-44 years"	"40-44"	24	352899	6.80
	"Georgia"	"13"	"2012"	"2012"	"Male"	"M"	"45-49 years"	"45-49"	16	349190	4.58
	"Georgia"	"13"	"2012"	"2012"	"Male"	"M"	"50-54 years"	"50-54"	25	337342	7.41
	"Georgia"	"13"	"2012"	"2012"	"Male"	"M"	"55-59 years"	"55-59"	34	293504	11.58
	"Georgia"	"13"	"2012"	"2012"	"Male"	"M"	"60-64 years "	"60-64"	36	245910	14.64
	"Georgia"	"13"	"2012"	"2012"	"Male"	"M"	"65-69 years"	"65-69"	34	190821	17.82
	"Georgia"	"13"	"2012"	"2012"	"Male"	"M"	"70-74 years"	"70-74"	33	126106	26.17
	"Georgia"	"13"	"2012"	"2012"	"Male"	"M"	"75-79 years"	"75-79"	32	82681	38.70
	"Georgia"	"13"	"2013"	"2013"	"Female"	"F"	"5-9 years"	"5-9"	18	343594	5.24
	"Georgia"	"13"	"2013"	"2013"	"Female"	"F"	"45-49 years"	"45-49"	23	355889	6.46
	"Georgia"	"13"	"2013"	"2013"	"Female"	"F"	"50-54 years"	"50-54"	25	358527	6.97
	"Georgia"	"13"	"2013"	"2013"	"Female"	"F"	"55-59 years"	"55-59"	27	325893	8.28
	"Georgia"	"13"	"2013"	"2013"	"Female"	"F"	"60-64 years "	"60-64"	19	280624	6.77
	"Georgia"	"13"	"2013"	"2013"	"Female"	"F"	"65-69 years"	"65-69"	31	228221	13.58
	"Georgia"	"13"	"2013"	"2013"	"Female"	"F"	"70-74 years"	"70-74"	33	161742	20.40
	"Georgia"	"13"	"2013"	"2013"	"Female"	"F"	"75-79 years"	"75-79"	17	113309	15.00
	"Georgia"	"13"	"2013"	"2013"	"Male"	"M"	"40-44 years"	"40-44"	20	351661	5.69
	"Georgia"	"13"	"2013"	"2013"	"Male"	"M"	"45-49 years"	"45-49"	25	344952	7.25
	"Georgia"	"13"	"2013"	"2013"	"Male"	"M"	"50-54 years"	"50-54"	30	341625	8.78
	"Georgia"	"13"	"2013"	"2013"	"Male"	"M"	"55-59 years"	"55-59"	35	301361	11.61
	"Georgia"	"13"	"2013"	"2013"	"Male"	"M"	"60-64 years "	"60-64"	34	248127	13.70
	"Georgia"	"13"	"2013"	"2013"	"Male"	"M"	"65-69 years"	"65-69"	43	200711	21.42
	"Georgia"	"13"	"2013"	"2013"	"Male"	"M"	"70-74 years"	"70-74"	34	135756	25.04
	"Georgia"	"13"	"2013"	"2013"	"Male"	"M"	"75-79 years"	"75-79"	19	85968	22.10
	"Georgia"	"13"	"2013"	"2013"	"Male"	"M"	"80-84 years"	"80-84"	16	53267	30.04
	"Georgia"	"13"	"2014"	"2014"	"Female"	"F"	"5-9 years"	"5-9"	17	342310	4.97
	"Georgia"	"13"	"2014"	"2014"	"Female"	"F"	"35-39 years"	"35-39"	20	339699	5.89
	"Georgia"	"13"	"2014"	"2014"	"Female"	"F"	"50-54 years"	"50-54"	18	362513	4.97
	"Georgia"	"13"	"2014"	"2014"	"Female"	"F"	"55-59 years"	"55-59"	24	331745	7.23
	"Georgia"	"13"	"2014"	"2014"	"Female"	"F"	"60-64 years "	"60-64"	20	286577	6.98
	"Georgia"	"13"	"2014"	"2014"	"Female"	"F"	"65-69 years"	"65-69"	27	240329	11.23
	"Georgia"	"13"	"2014"	"2014"	"Female"	"F"	"70-74 years"	"70-74"	34	169811	20.02
	"Georgia"	"13"	"2014"	"2014"	"Female"	"F"	"75-79 years"	"75-79"	16	117525	13.61
	"Georgia"	"13"	"2014"	"2014"	"Female"	"F"	"80-84 years"	"80-84"	16	83206	19.23
	"Georgia"	"13"	"2014"	"2014"	"Female"	"F"	"85+ years"	"85+"	16	89034	17.97
	"Georgia"	"13"	"2014"	"2014"	"Male"	"M"	"10-14 years"	"10-14"	16	366667	4.36
	"Georgia"	"13"	"2014"	"2014"	"Male"	"M"	"45-49 years"	"45-49"	16	341731	4.68
	"Georgia"	"13"	"2014"	"2014"	"Male"	"M"	"50-54 years"	"50-54"	27	346145	7.80
	"Georgia"	"13"	"2014"	"2014"	"Male"	"M"	"55-59 years"	"55-59"	35	308428	11.35
	"Georgia"	"13"	"2014"	"2014"	"Male"	"M"	"60-64 years "	"60-64"	37	253372	14.60
	"Georgia"	"13"	"2014"	"2014"	"Male"	"M"	"65-69 years"	"65-69"	43	210843	20.39
	"Georgia"	"13"	"2014"	"2014"	"Male"	"M"	"70-74 years"	"70-74"	33	143201	23.04
	"Georgia"	"13"	"2014"	"2014"	"Male"	"M"	"75-79 years"	"75-79"	20	90039	22.21
	"Georgia"	"13"	"2014"	"2014"	"Male"	"M"	"80-84 years"	"80-84"	17	54488	31.20
	"Georgia"	"13"	"2015"	"2015"	"Female"	"F"	"5-9 years"	"5-9"	16	341742	4.68
	"Georgia"	"13"	"2015"	"2015"	"Female"	"F"	"50-54 years"	"50-54"	21	363848	5.77
	"Georgia"	"13"	"2015"	"2015"	"Female"	"F"	"55-59 years"	"55-59"	27	338351	7.98
	"Georgia"	"13"	"2015"	"2015"	"Female"	"F"	"60-64 years "	"60-64"	33	293830	11.23
	"Georgia"	"13"	"2015"	"2015"	"Female"	"F"	"65-69 years"	"65-69"	33	252676	13.06
	"Georgia"	"13"	"2015"	"2015"	"Female"	"F"	"70-74 years"	"70-74"	30	177015	16.95
	"Georgia"	"13"	"2015"	"2015"	"Female"	"F"	"75-79 years"	"75-79"	22	120994	18.18
	"Georgia"	"13"	"2015"	"2015"	"Male"	"M"	"45-49 years"	"45-49"	30	344800	8.70
	"Georgia"	"13"	"2015"	"2015"	"Male"	"M"	"50-54 years"	"50-54"	22	348311	6.32
	"Georgia"	"13"	"2015"	"2015"	"Male"	"M"	"55-59 years"	"55-59"	37	316376	11.69
	"Georgia"	"13"	"2015"	"2015"	"Male"	"M"	"60-64 years "	"60-64"	37	260621	14.20
	"Georgia"	"13"	"2015"	"2015"	"Male"	"M"	"65-69 years"	"65-69"	47	220585	21.31
	"Georgia"	"13"	"2015"	"2015"	"Male"	"M"	"70-74 years"	"70-74"	36	149376	24.10
	"Georgia"	"13"	"2015"	"2015"	"Male"	"M"	"75-79 years"	"75-79"	33	94011	35.10
	"Georgia"	"13"	"2015"	"2015"	"Male"	"M"	"80-84 years"	"80-84"	17	56230	30.23
	"Georgia"	"13"	"2016"	"2016"	"Female"	"F"	"1-4 years"	"1-4"	18	257873	6.98
	"Georgia"	"13"	"2016"	"2016"	"Female"	"F"	"45-49 years"	"45-49"	16	361067	4.43
	"Georgia"	"13"	"2016"	"2016"	"Female"	"F"	"50-54 years"	"50-54"	24	361817	6.63
	"Georgia"	"13"	"2016"	"2016"	"Female"	"F"	"55-59 years"	"55-59"	26	344292	7.55
	"Georgia"	"13"	"2016"	"2016"	"Female"	"F"	"60-64 years "	"60-64"	33	300999	10.96
	"Georgia"	"13"	"2016"	"2016"	"Female"	"F"	"65-69 years"	"65-69"	36	265018	13.58
	"Georgia"	"13"	"2016"	"2016"	"Female"	"F"	"70-74 years"	"70-74"	29	183402	15.81
	"Georgia"	"13"	"2016"	"2016"	"Female"	"F"	"75-79 years"	"75-79"	21	125558	16.73
	"Georgia"	"13"	"2016"	"2016"	"Female"	"F"	"80-84 years"	"80-84"	18	87267	20.63
	"Georgia"	"13"	"2016"	"2016"	"Female"	"F"	"85+ years"	"85+"	17	93341	18.21
	"Georgia"	"13"	"2016"	"2016"	"Male"	"M"	"5-9 years"	"5-9"	16	354732	4.51
	"Georgia"	"13"	"2016"	"2016"	"Male"	"M"	"30-34 years"	"30-34"	16	337871	4.74
	"Georgia"	"13"	"2016"	"2016"	"Male"	"M"	"40-44 years"	"40-44"	18	330308	5.45
	"Georgia"	"13"	"2016"	"2016"	"Male"	"M"	"45-49 years"	"45-49"	17	351245	4.84
	"Georgia"	"13"	"2016"	"2016"	"Male"	"M"	"50-54 years"	"50-54"	29	348221	8.33
	"Georgia"	"13"	"2016"	"2016"	"Male"	"M"	"55-59 years"	"55-59"	28	323671	8.65
	"Georgia"	"13"	"2016"	"2016"	"Male"	"M"	"60-64 years "	"60-64"	34	268849	12.65
	"Georgia"	"13"	"2016"	"2016"	"Male"	"M"	"65-69 years"	"65-69"	32	229559	13.94
	"Georgia"	"13"	"2016"	"2016"	"Male"	"M"	"70-74 years"	"70-74"	33	154348	21.38
	"Georgia"	"13"	"2016"	"2016"	"Male"	"M"	"75-79 years"	"75-79"	22	98450	22.35
	"Georgia"	"13"	"2016"	"2016"	"Male"	"M"	"80-84 years"	"80-84"	21	58219	36.07
	"Georgia"	"13"	"2017"	"2017"	"Female"	"F"	"50-54 years"	"50-54"	26	358363	7.26
	"Georgia"	"13"	"2017"	"2017"	"Female"	"F"	"55-59 years"	"55-59"	21	348056	6.03
	"Georgia"	"13"	"2017"	"2017"	"Female"	"F"	"60-64 years "	"60-64"	27	309447	8.73
	"Georgia"	"13"	"2017"	"2017"	"Female"	"F"	"65-69 years"	"65-69"	39	264884	14.72
	"Georgia"	"13"	"2017"	"2017"	"Female"	"F"	"70-74 years"	"70-74"	23	200211	11.49
	"Georgia"	"13"	"2017"	"2017"	"Female"	"F"	"75-79 years"	"75-79"	22	131975	16.67
	"Georgia"	"13"	"2017"	"2017"	"Female"	"F"	"80-84 years"	"80-84"	19	88936	21.36
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"45-49 years"	"45-49"	19	354875	5.35
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"50-54 years"	"50-54"	22	346809	6.34
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"55-59 years"	"55-59"	37	328456	11.26
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"60-64 years "	"60-64"	35	278557	12.56
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"65-69 years"	"65-69"	39	227774	17.12
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"70-74 years"	"70-74"	40	168829	23.69
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"75-79 years"	"75-79"	16	103629	15.44
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"80-84 years"	"80-84"	18	60362	29.82
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"35-39 years"	"35-39"	19	363639	5.22
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"45-49 years"	"45-49"	16	367779	4.35
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"50-54 years"	"50-54"	17	354107	4.80
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"55-59 years"	"55-59"	25	352732	7.09
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"60-64 years "	"60-64"	22	315737	6.97
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"65-69 years"	"65-69"	38	268372	14.16
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"70-74 years"	"70-74"	34	210714	16.14
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"75-79 years"	"75-79"	26	141125	18.42
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"35-39 years"	"35-39"	22	346778	6.34
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"40-44 years"	"40-44"	16	326388	4.90
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"50-54 years"	"50-54"	24	344451	6.97
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"55-59 years"	"55-59"	30	333873	8.99
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"60-64 years "	"60-64"	34	286303	11.88
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"65-69 years"	"65-69"	43	229995	18.70
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"70-74 years"	"70-74"	41	177453	23.10
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"75-79 years"	"75-79"	24	111651	21.50
	"Georgia"	"13"	"2019"	"2019"	"Female"	"F"	"50-54 years"	"50-54"	16	351068	4.56
	"Georgia"	"13"	"2019"	"2019"	"Female"	"F"	"55-59 years"	"55-59"	21	357029	5.88
	"Georgia"	"13"	"2019"	"2019"	"Female"	"F"	"60-64 years "	"60-64"	36	321306	11.20
	"Georgia"	"13"	"2019"	"2019"	"Female"	"F"	"65-69 years"	"65-69"	30	274194	10.94
	"Georgia"	"13"	"2019"	"2019"	"Female"	"F"	"70-74 years"	"70-74"	41	221627	18.50
	"Georgia"	"13"	"2019"	"2019"	"Female"	"F"	"75-79 years"	"75-79"	19	148331	12.81
	"Georgia"	"13"	"2019"	"2019"	"Female"	"F"	"80-84 years"	"80-84"	19	95680	19.86
	"Georgia"	"13"	"2019"	"2019"	"Female"	"F"	"85+ years"	"85+"	17	99409	17.10
	"Georgia"	"13"	"2019"	"2019"	"Male"	"M"	"45-49 years"	"45-49"	20	352976	5.67
	"Georgia"	"13"	"2019"	"2019"	"Male"	"M"	"50-54 years"	"50-54"	25	342170	7.31
	"Georgia"	"13"	"2019"	"2019"	"Male"	"M"	"55-59 years"	"55-59"	37	339434	10.90
	"Georgia"	"13"	"2019"	"2019"	"Male"	"M"	"60-64 years "	"60-64"	38	293726	12.94
	"Georgia"	"13"	"2019"	"2019"	"Male"	"M"	"65-69 years"	"65-69"	53	234811	22.57
	"Georgia"	"13"	"2019"	"2019"	"Male"	"M"	"70-74 years"	"70-74"	37	185980	19.89
	"Georgia"	"13"	"2019"	"2019"	"Male"	"M"	"75-79 years"	"75-79"	29	117476	24.69
	"Georgia"	"13"	"2019"	"2019"	"Male"	"M"	"85+ years"	"85+"	19	48275	39.36
	"Georgia"	"13"	"2020"	"2020"	"Female"	"F"	"< 1 year"	"1"	0	59777	0.00
	"Georgia"	"13"	"2020"	"2020"	"Female"	"F"	"30-34 years"	"30-34"	17	372430	4.56
	"Georgia"	"13"	"2020"	"2020"	"Female"	"F"	"45-49 years"	"45-49"	22	360037	6.11
	"Georgia"	"13"	"2020"	"2020"	"Female"	"F"	"50-54 years"	"50-54"	20	353292	5.66
	"Georgia"	"13"	"2020"	"2020"	"Female"	"F"	"55-59 years"	"55-59"	31	358778	8.64
	"Georgia"	"13"	"2020"	"2020"	"Female"	"F"	"60-64 years "	"60-64"	43	327073	13.15
	"Georgia"	"13"	"2020"	"2020"	"Female"	"F"	"65-69 years"	"65-69"	45	281141	16.01
	"Georgia"	"13"	"2020"	"2020"	"Female"	"F"	"70-74 years"	"70-74"	39	232841	16.75
	"Georgia"	"13"	"2020"	"2020"	"Female"	"F"	"75-79 years"	"75-79"	22	154476	14.24
	"Georgia"	"13"	"2020"	"2020"	"Male"	"M"	"40-44 years"	"40-44"	22	336014	6.55
	"Georgia"	"13"	"2020"	"2020"	"Male"	"M"	"50-54 years"	"50-54"	34	345718	9.83
	"Georgia"	"13"	"2020"	"2020"	"Male"	"M"	"55-59 years"	"55-59"	27	341590	7.90
	"Georgia"	"13"	"2020"	"2020"	"Male"	"M"	"60-64 years "	"60-64"	43	300846	14.29
	"Georgia"	"13"	"2020"	"2020"	"Male"	"M"	"65-69 years"	"65-69"	49	241667	20.28
	"Georgia"	"13"	"2020"	"2020"	"Male"	"M"	"70-74 years"	"70-74"	47	194219	24.20
	"Georgia"	"13"	"2020"	"2020"	"Male"	"M"	"75-79 years"	"75-79"	28	122170	22.92
	"Georgia"	"13"	"2020"	"2020"	"Male"	"M"	"80-84 years"	"80-84"	23	69407	33.14
	"Georgia"	"13"	"2021"	"2021"	"Female"	"F"	"45-49 years"	"45-49"	19	350743	5.42
	"Georgia"	"13"	"2021"	"2021"	"Female"	"F"	"50-54 years"	"50-54"	23	359786	6.39
	"Georgia"	"13"	"2021"	"2021"	"Female"	"F"	"55-59 years"	"55-59"	29	356753	8.13
	"Georgia"	"13"	"2021"	"2021"	"Female"	"F"	"60-64 years "	"60-64"	27	332151	8.13
	"Georgia"	"13"	"2021"	"2021"	"Female"	"F"	"65-69 years"	"65-69"	42	287215	14.62
	"Georgia"	"13"	"2021"	"2021"	"Female"	"F"	"70-74 years"	"70-74"	43	244311	17.60
	"Georgia"	"13"	"2021"	"2021"	"Female"	"F"	"75-79 years"	"75-79"	30	159621	18.79
	"Georgia"	"13"	"2021"	"2021"	"Female"	"F"	"80-84 years"	"80-84"	17	101749	16.71
	"Georgia"	"13"	"2021"	"2021"	"Male"	"M"	"50-54 years"	"50-54"	40	351006	11.40
	"Georgia"	"13"	"2021"	"2021"	"Male"	"M"	"55-59 years"	"55-59"	28	339710	8.24
	"Georgia"	"13"	"2021"	"2021"	"Male"	"M"	"60-64 years "	"60-64"	32	306153	10.45
	"Georgia"	"13"	"2021"	"2021"	"Male"	"M"	"65-69 years"	"65-69"	39	247872	15.73
	"Georgia"	"13"	"2021"	"2021"	"Male"	"M"	"70-74 years"	"70-74"	46	201475	22.83
	"Georgia"	"13"	"2021"	"2021"	"Male"	"M"	"75-79 years"	"75-79"	33	125466	26.30
	"Georgia"	"13"	"2021"	"2021"	"Male"	"M"	"80-84 years"	"80-84"	17	71494	23.78
	"Hawaii"	"15"	"1999"	"1999"	"Female"	"F"	"< 1 year"	"1"	0	7572	0.00
	"Hawaii"	"15"	"1999"	"1999"	"Female"	"F"	"1-4 years"	"1-4"	0	31251	0.00
	"Hawaii"	"15"	"1999"	"1999"	"Female"	"F"	"15-19 years"	"15-19"	0	39097	0.00
	"Hawaii"	"15"	"1999"	"1999"	"Female"	"F"	"20-24 years"	"20-24"	0	37413	0.00
	"Hawaii"	"15"	"1999"	"1999"	"Female"	"F"	"30-34 years"	"30-34"	0	44491	0.00
	"Hawaii"	"15"	"1999"	"1999"	"Female"	"F"	"65-69 years"	"65-69"	0	23367	0.00
	"Hawaii"	"15"	"1999"	"1999"	"Male"	"M"	"40-44 years"	"40-44"	0	48112	0.00
	"Hawaii"	"15"	"1999"	"1999"	"Male"	"M"	"45-49 years"	"45-49"	0	44593	0.00
	"Hawaii"	"15"	"1999"	"1999"	"Male"	"M"	"85+ years"	"85+"	0	7078	0.00
	"Hawaii"	"15"	"2000"	"2000"	"Female"	"F"	"< 1 year"	"1"	0	7663	0.00
	"Hawaii"	"15"	"2000"	"2000"	"Female"	"F"	"5-9 years"	"5-9"	0	41016	0.00
	"Hawaii"	"15"	"2000"	"2000"	"Female"	"F"	"10-14 years"	"10-14"	0	40445	0.00
	"Hawaii"	"15"	"2000"	"2000"	"Female"	"F"	"25-29 years"	"25-29"	0	39724	0.00
	"Hawaii"	"15"	"2000"	"2000"	"Female"	"F"	"30-34 years"	"30-34"	0	42708	0.00
	"Hawaii"	"15"	"2000"	"2000"	"Female"	"F"	"80-84 years"	"80-84"	0	12907	0.00
	"Hawaii"	"15"	"2000"	"2000"	"Male"	"M"	"10-14 years"	"10-14"	0	42833	0.00
	"Hawaii"	"15"	"2000"	"2000"	"Male"	"M"	"15-19 years"	"15-19"	0	42243	0.00
	"Hawaii"	"15"	"2000"	"2000"	"Male"	"M"	"20-24 years"	"20-24"	0	46610	0.00
	"Hawaii"	"15"	"2000"	"2000"	"Male"	"M"	"40-44 years"	"40-44"	0	47930	0.00
	"Hawaii"	"15"	"2000"	"2000"	"Male"	"M"	"60-64 years "	"60-64"	0	22441	0.00
	"Hawaii"	"15"	"2001"	"2001"	"Female"	"F"	"30-34 years"	"30-34"	0	42398	0.00
	"Hawaii"	"15"	"2001"	"2001"	"Male"	"M"	"< 1 year"	"1"	0	8611	0.00
	"Hawaii"	"15"	"2001"	"2001"	"Male"	"M"	"15-19 years"	"15-19"	0	42853	0.00
	"Hawaii"	"15"	"2001"	"2001"	"Male"	"M"	"30-34 years"	"30-34"	0	44595	0.00
	"Hawaii"	"15"	"2002"	"2002"	"Female"	"F"	"< 1 year"	"1"	0	8177	0.00
	"Hawaii"	"15"	"2002"	"2002"	"Female"	"F"	"1-4 years"	"1-4"	0	30046	0.00
	"Hawaii"	"15"	"2002"	"2002"	"Female"	"F"	"5-9 years"	"5-9"	0	39288	0.00
	"Hawaii"	"15"	"2002"	"2002"	"Female"	"F"	"15-19 years"	"15-19"	0	38758	0.00
	"Hawaii"	"15"	"2002"	"2002"	"Female"	"F"	"20-24 years"	"20-24"	0	40807	0.00
	"Hawaii"	"15"	"2002"	"2002"	"Female"	"F"	"35-39 years"	"35-39"	0	44979	0.00
	"Hawaii"	"15"	"2002"	"2002"	"Female"	"F"	"40-44 years"	"40-44"	0	47182	0.00
	"Hawaii"	"15"	"2002"	"2002"	"Male"	"M"	"< 1 year"	"1"	0	8450	0.00
	"Hawaii"	"15"	"2002"	"2002"	"Male"	"M"	"1-4 years"	"1-4"	0	31771	0.00
	"Hawaii"	"15"	"2002"	"2002"	"Male"	"M"	"20-24 years"	"20-24"	0	50736	0.00
	"Hawaii"	"15"	"2002"	"2002"	"Male"	"M"	"25-29 years"	"25-29"	0	42899	0.00
	"Hawaii"	"15"	"2002"	"2002"	"Male"	"M"	"30-34 years"	"30-34"	0	44493	0.00
	"Hawaii"	"15"	"2002"	"2002"	"Male"	"M"	"55-59 years"	"55-59"	0	34642	0.00
	"Hawaii"	"15"	"2002"	"2002"	"Male"	"M"	"65-69 years"	"65-69"	0	19790	0.00
	"Hawaii"	"15"	"2003"	"2003"	"Female"	"F"	"< 1 year"	"1"	0	8083	0.00
	"Hawaii"	"15"	"2003"	"2003"	"Female"	"F"	"1-4 years"	"1-4"	0	30535	0.00
	"Hawaii"	"15"	"2003"	"2003"	"Female"	"F"	"5-9 years"	"5-9"	0	38422	0.00
	"Hawaii"	"15"	"2003"	"2003"	"Female"	"F"	"25-29 years"	"25-29"	0	39426	0.00
	"Hawaii"	"15"	"2003"	"2003"	"Female"	"F"	"35-39 years"	"35-39"	0	43852	0.00
	"Hawaii"	"15"	"2003"	"2003"	"Female"	"F"	"50-54 years"	"50-54"	0	44253	0.00
	"Hawaii"	"15"	"2003"	"2003"	"Male"	"M"	"< 1 year"	"1"	0	9060	0.00
	"Hawaii"	"15"	"2003"	"2003"	"Male"	"M"	"1-4 years"	"1-4"	0	31844	0.00
	"Hawaii"	"15"	"2003"	"2003"	"Male"	"M"	"30-34 years"	"30-34"	0	43322	0.00
	"Hawaii"	"15"	"2004"	"2004"	"Female"	"F"	"< 1 year"	"1"	0	8872	0.00
	"Hawaii"	"15"	"2004"	"2004"	"Female"	"F"	"10-14 years"	"10-14"	0	42752	0.00
	"Hawaii"	"15"	"2004"	"2004"	"Female"	"F"	"15-19 years"	"15-19"	0	39821	0.00
	"Hawaii"	"15"	"2004"	"2004"	"Female"	"F"	"20-24 years"	"20-24"	0	43577	0.00
	"Hawaii"	"15"	"2004"	"2004"	"Female"	"F"	"40-44 years"	"40-44"	0	47923	0.00
	"Hawaii"	"15"	"2004"	"2004"	"Female"	"F"	"65-69 years"	"65-69"	0	23630	0.00
	"Hawaii"	"15"	"2004"	"2004"	"Male"	"M"	"< 1 year"	"1"	0	9264	0.00
	"Hawaii"	"15"	"2004"	"2004"	"Male"	"M"	"20-24 years"	"20-24"	0	51908	0.00
	"Hawaii"	"15"	"2004"	"2004"	"Male"	"M"	"25-29 years"	"25-29"	0	43567	0.00
	"Hawaii"	"15"	"2004"	"2004"	"Male"	"M"	"35-39 years"	"35-39"	0	43697	0.00
	"Hawaii"	"15"	"2005"	"2005"	"Female"	"F"	"1-4 years"	"1-4"	0	31852	0.00
	"Hawaii"	"15"	"2005"	"2005"	"Female"	"F"	"30-34 years"	"30-34"	0	40879	0.00
	"Hawaii"	"15"	"2005"	"2005"	"Male"	"M"	"10-14 years"	"10-14"	0	44798	0.00
	"Hawaii"	"15"	"2005"	"2005"	"Male"	"M"	"20-24 years"	"20-24"	0	53966	0.00
	"Hawaii"	"15"	"2005"	"2005"	"Male"	"M"	"35-39 years"	"35-39"	0	44271	0.00
	"Hawaii"	"15"	"2005"	"2005"	"Male"	"M"	"50-54 years"	"50-54"	0	46810	0.00
	"Hawaii"	"15"	"2005"	"2005"	"Male"	"M"	"65-69 years"	"65-69"	0	21933	0.00
	"Hawaii"	"15"	"2005"	"2005"	"Male"	"M"	"70-74 years"	"70-74"	0	17750	0.00
	"Hawaii"	"15"	"2005"	"2005"	"Male"	"M"	"80-84 years"	"80-84"	0	12027	0.00
	"Hawaii"	"15"	"2006"	"2006"	"Female"	"F"	"< 1 year"	"1"	0	8631	0.00
	"Hawaii"	"15"	"2006"	"2006"	"Female"	"F"	"15-19 years"	"15-19"	0	41542	0.00
	"Hawaii"	"15"	"2006"	"2006"	"Female"	"F"	"25-29 years"	"25-29"	0	44717	0.00
	"Hawaii"	"15"	"2006"	"2006"	"Female"	"F"	"30-34 years"	"30-34"	0	40275	0.00
	"Hawaii"	"15"	"2006"	"2006"	"Female"	"F"	"80-84 years"	"80-84"	0	16770	0.00
	"Hawaii"	"15"	"2006"	"2006"	"Female"	"F"	"85+ years"	"85+"	0	14963	0.00
	"Hawaii"	"15"	"2006"	"2006"	"Male"	"M"	"< 1 year"	"1"	0	9165	0.00
	"Hawaii"	"15"	"2006"	"2006"	"Male"	"M"	"15-19 years"	"15-19"	0	44944	0.00
	"Hawaii"	"15"	"2006"	"2006"	"Male"	"M"	"20-24 years"	"20-24"	0	54298	0.00
	"Hawaii"	"15"	"2006"	"2006"	"Male"	"M"	"25-29 years"	"25-29"	0	48421	0.00
	"Hawaii"	"15"	"2007"	"2007"	"Female"	"F"	"< 1 year"	"1"	0	9076	0.00
	"Hawaii"	"15"	"2007"	"2007"	"Female"	"F"	"1-4 years"	"1-4"	0	32359	0.00
	"Hawaii"	"15"	"2007"	"2007"	"Female"	"F"	"15-19 years"	"15-19"	0	41601	0.00
	"Hawaii"	"15"	"2007"	"2007"	"Female"	"F"	"25-29 years"	"25-29"	0	45437	0.00
	"Hawaii"	"15"	"2007"	"2007"	"Female"	"F"	"30-34 years"	"30-34"	0	40076	0.00
	"Hawaii"	"15"	"2007"	"2007"	"Female"	"F"	"35-39 years"	"35-39"	0	43855	0.00
	"Hawaii"	"15"	"2007"	"2007"	"Female"	"F"	"45-49 years"	"45-49"	0	48147	0.00
	"Hawaii"	"15"	"2007"	"2007"	"Male"	"M"	"15-19 years"	"15-19"	0	45130	0.00
	"Hawaii"	"15"	"2007"	"2007"	"Male"	"M"	"25-29 years"	"25-29"	0	48368	0.00
	"Hawaii"	"15"	"2007"	"2007"	"Male"	"M"	"85+ years"	"85+"	0	9687	0.00
	"Hawaii"	"15"	"2008"	"2008"	"Female"	"F"	"< 1 year"	"1"	0	9032	0.00
	"Hawaii"	"15"	"2008"	"2008"	"Female"	"F"	"5-9 years"	"5-9"	0	37751	0.00
	"Hawaii"	"15"	"2008"	"2008"	"Female"	"F"	"15-19 years"	"15-19"	0	41724	0.00
